Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_rate,Day,Month,Virality_Score
Post_969,2023-08-23,Instagram,1,Live Stream,Canada,3154913,367384,25852,41170,High,0.13769191099722877,Wednesday,8,0.05246686675670613
Post_970,2022-08-17,Twitter,1,Tweet,UK,1554285,452975,22542,29937,High,0.325200333272212,Wednesday,8,0.1262279440385772
Post_971,2022-11-30,Instagram,1,Live Stream,Germany,1907181,338676,59140,30282,Low,0.22446637209577905,Wednesday,11,0.08661097190041217
Post_972,2022-11-02,Instagram,1,Reel,Australia,483039,282741,24926,37989,Low,0.7155861120944685,Wednesday,11,0.2705052801119579
Post_973,2022-04-23,YouTube,1,Reel,Japan,4822353,247730,44555,34043,Low,0.06766986987472713,Saturday,4,0.02565606458092139
Post_974,2023-01-08,Twitter,1,Live Stream,Japan,4029198,466975,67045,10147,Medium,0.13505590938941198,Sunday,1,0.05351869032000909
Post_975,2022-01-30,YouTube,1,Reel,Germany,69120,45620,52454,12605,Medium,1.6012586805555555,Sunday,1,0.6040306712962964
Post_976,2023-12-12,Instagram,1,Shorts,Japan,2533284,189339,96463,9657,Low,0.11663082386341207,Tuesday,12,0.04588991996159926
Post_977,2023-07-04,Instagram,1,Post,Canada,1444784,440354,41263,32270,Low,0.35568430990376415,Tuesday,7,0.1378066202283525
Post_978,2023-01-27,YouTube,1,Shorts,Brazil,1174310,237235,78681,17776,High,0.28416005995009835,Friday,1,0.11063654401308001
Post_979,2022-01-11,Twitter,1,Video,India,1803388,484300,31088,15886,Medium,0.2945977238397949,Tuesday,1,0.11607729451454708
Post_980,2022-06-06,TikTok,1,Shorts,Japan,1517604,160995,69788,23037,High,0.16725048168033294,Monday,6,0.06386422281438373
Post_981,2022-04-19,TikTok,1,Tweet,Brazil,2746993,39549,53941,13070,Low,0.038791507659466186,Tuesday,4,0.014565017093236132
Post_982,2023-09-05,TikTok,1,Post,Germany,4312799,395984,12729,37191,Medium,0.10339086055250894,Tuesday,9,0.03963166379884618
Post_983,2022-09-02,TikTok,1,Shorts,Canada,3269647,395557,90552,37531,Medium,0.16015184513802255,Friday,9,0.06176501622346389
Post_984,2022-05-12,Twitter,1,Reel,UK,3327043,459898,8577,4560,Medium,0.1421788056240932,Thursday,5,0.0565974049629055
Post_985,2022-07-25,TikTok,1,Shorts,Germany,3590490,177470,69628,13394,High,0.07255054324061619,Monday,7,0.028274135285156064
Post_986,2023-04-12,Instagram,1,Video,India,2109687,81944,74586,22335,High,0.08478271895309589,Wednesday,4,0.031795711875742705
Post_987,2022-02-28,Twitter,1,Post,Brazil,4842053,171073,74732,42889,Medium,0.05962223048777037,Monday,2,0.022077370900318524
Post_988,2023-11-05,Instagram,1,Live Stream,Australia,2352184,486228,59382,26190,Medium,0.2430932274005775,Sunday,11,0.0950104243545573
Post_989,2022-06-02,Twitter,1,Video,Brazil,4485225,201005,32520,47972,Medium,0.06276095402125868,Thursday,6,0.022965269300871193
Post_990,2023-05-29,Twitter,1,Live Stream,Japan,2061327,471049,25198,1014,Low,0.24123343845978829,Monday,5,0.09639499215796427
Post_991,2023-10-23,Twitter,1,Shorts,Germany,1618201,485204,92660,8526,Medium,0.3623715471687386,Monday,10,0.14389485607782965
Post_992,2023-03-12,YouTube,1,Live Stream,Australia,1740011,394641,25434,40742,Medium,0.26483568207327424,Sunday,3,0.10125131392847518
Post_993,2022-10-26,Twitter,1,Post,Germany,3104601,401463,50057,4663,Low,0.14693772243196468,Wednesday,10,0.058474696104265894
Post_994,2022-04-01,YouTube,1,Shorts,Germany,2924425,56074,82482,19622,Medium,0.05408858151602452,Friday,4,0.020293493592757554
Post_995,2022-09-21,TikTok,1,Reel,Germany,683790,215503,17809,14778,High,0.36281606926103044,Wednesday,9,0.1408040480264409
Post_996,2022-10-28,Instagram,1,Tweet,Germany,2707572,230179,53270,6352,High,0.10703353410361756,Friday,10,0.04234421097573767
Post_997,2023-02-26,YouTube,1,Post,Japan,3249574,165175,61456,274,Low,0.06982607566407166,Sunday,2,0.027913566516718807
Post_998,2023-09-12,Instagram,1,Reel,Brazil,4190005,84964,50369,19038,High,0.036842676798715036,Tuesday,9,0.013828336720361907
Post_999,2022-07-17,Twitter,1,Live Stream,Brazil,4903151,221692,89008,32540,Medium,0.07000396275782655,Sunday,7,0.02667427537924082
Post_1000,2023-05-21,TikTok,1,Video,UK,203606,488156,57433,8556,Low,2.7216535858471755,Sunday,5,1.0802569668870272
Post_1001,2022-12-05,Twitter,1,Post,Brazil,495987,106797,25673,14776,Medium,0.2968747164744237,Monday,12,0.11279166591059846
Post_1002,2023-09-28,Instagram,1,Shorts,UK,3415328,118469,14421,17676,Low,0.04408537042415838,Thursday,9,0.016599049930197042
Post_1003,2022-10-01,Instagram,1,Video,Japan,3458904,231857,64606,40429,Medium,0.0973984822938133,Saturday,10,0.03662171601177715
Post_1004,2023-12-25,YouTube,1,Post,UK,1776694,409291,47848,32217,Low,0.27543065941574635,Monday,12,0.10654564038602034
Post_1005,2023-09-01,Twitter,1,Live Stream,UK,1249604,30553,87308,16040,Medium,0.1071547466237304,Friday,9,0.040294685356320886
Post_1006,2023-11-30,Instagram,1,Tweet,Brazil,2362909,209360,42036,10082,High,0.11065936098258544,Thursday,11,0.0434103894817786
Post_1007,2022-04-15,Instagram,1,Video,Canada,2980875,23957,13444,22622,High,0.02013603388266868,Friday,4,0.006536604185012791
Post_1008,2022-07-29,Twitter,1,Post,Germany,4003396,356630,52250,48835,High,0.114331682401641,Friday,7,0.04329299424788355
Post_1009,2023-01-05,Twitter,1,Live Stream,UK,4582322,164949,4598,34876,High,0.04461122548786401,Thursday,1,0.016322292497122637
Post_1010,2023-09-03,Instagram,1,Live Stream,USA,3284675,375788,31851,4538,High,0.12548486532153105,Sunday,9,0.049917632642498884
Post_1011,2023-05-10,Instagram,1,Reel,USA,1558041,407000,95826,14793,Medium,0.33222424827074515,Wednesday,5,0.1309907762375958
Post_1012,2023-04-03,YouTube,1,Shorts,Brazil,2188290,74779,95888,30392,Medium,0.09187950408766662,Monday,4,0.033974107636556394
Post_1013,2022-03-24,TikTok,1,Tweet,UK,1893329,477886,83144,22309,Low,0.3081022896707334,Thursday,3,0.12088432596764748
Post_1014,2023-05-01,YouTube,1,Reel,USA,1259550,444463,95640,40419,Low,0.4608963518717002,Monday,5,0.17794053431781193
Post_1015,2022-11-14,Instagram,1,Live Stream,Australia,251154,309987,21850,21949,Low,1.4086417098672528,Monday,11,0.5459781647913231
Post_1016,2022-07-15,YouTube,1,Reel,Australia,3000680,425076,88638,29249,High,0.18094665209219243,Friday,7,0.070429169388272
Post_1017,2023-11-11,YouTube,1,Post,Canada,4172105,113356,15475,39721,High,0.04039975024597895,Saturday,11,0.014255777359390525
Post_1018,2023-02-20,TikTok,1,Shorts,India,1373399,241489,20322,23441,Medium,0.20769783580736553,Monday,2,0.07966555968076285
Post_1019,2023-11-28,Twitter,1,Tweet,UK,106972,206432,65280,9800,High,2.631641924989717,Tuesday,11,1.0343342183001158
Post_1020,2023-10-21,YouTube,1,Video,Canada,3312960,366286,22239,43842,Medium,0.13050776345020768,Saturday,10,0.04955640877040471
Post_1021,2022-11-27,TikTok,1,Reel,USA,1529954,243198,84121,45333,High,0.2435707217341175,Sunday,11,0.09150222817156595
Post_1022,2022-11-09,YouTube,1,Post,Brazil,102258,164931,73156,20281,High,2.526628723425062,Wednesday,11,0.9709851551956816
Post_1023,2023-10-03,Instagram,1,Tweet,Australia,235741,197273,83423,15114,High,1.2548093034304597,Tuesday,10,0.48910117459415214
Post_1024,2022-11-03,Twitter,1,Live Stream,Germany,3379946,52964,78464,19620,Medium,0.04468947137025266,Thursday,11,0.016714823254572707
Post_1025,2023-05-21,YouTube,1,Shorts,Canada,2234585,38539,86095,38190,High,0.07286543138882612,Sunday,5,0.02572808821324765
Post_1026,2022-12-16,Twitter,1,Live Stream,USA,2688261,401420,13288,32169,High,0.16623274302606778,Friday,12,0.06409980280932544
Post_1027,2022-12-22,TikTok,1,Video,Brazil,2260892,110179,66087,49262,High,0.09975177938618916,Thursday,12,0.035542962689062554
Post_1028,2022-10-22,TikTok,1,Live Stream,Germany,1130376,138976,12325,30626,High,0.16094379215411508,Saturday,10,0.058958788933947646
Post_1029,2022-08-17,Instagram,1,Live Stream,USA,4650686,35344,74563,32695,High,0.03066257322038082,Wednesday,8,0.010859000156106004
Post_1030,2022-07-08,Instagram,1,Shorts,Germany,473893,391296,16786,34510,Low,0.9339492248250132,Friday,7,0.3590152207354825
Post_1031,2022-11-04,Instagram,1,Live Stream,India,2350338,117930,10242,49338,Medium,0.0755253074238684,Friday,11,0.026011748097507677
Post_1032,2023-07-25,Twitter,1,Shorts,Canada,4539318,227085,49466,43222,High,0.0704451637889216,Tuesday,7,0.026273726581834536
Post_1033,2023-05-13,YouTube,1,Tweet,Japan,1190886,286183,15049,26925,High,0.2755570222506604,Saturday,5,0.10570096549963642
Post_1034,2022-09-06,Instagram,1,Tweet,Australia,11338,379782,86100,44273,Medium,44.99514905627095,Tuesday,9,17.217092961721647
Post_1035,2023-05-13,Instagram,1,Shorts,Brazil,1878293,135556,66131,1905,High,0.10839203468255486,Saturday,5,0.04315397012074261
Post_1036,2023-05-10,Instagram,1,Reel,India,1939855,270361,16051,48568,Medium,0.17268300981258908,Wednesday,5,0.06406581935247738
Post_1037,2022-02-14,Twitter,1,Tweet,India,3725275,304621,39355,21276,Medium,0.09804698981954352,Monday,2,0.03807654468462061
Post_1038,2022-06-28,YouTube,1,Tweet,USA,3464426,174304,3700,7670,High,0.05359444825780663,Tuesday,6,0.020994993109969735
Post_1039,2022-03-20,TikTok,1,Reel,India,2404354,337049,40767,13246,High,0.16264743045325272,Sunday,3,0.06395713775924844
Post_1040,2023-04-24,YouTube,1,Post,USA,3462645,247106,97876,38689,Low,0.11080286890512889,Monday,4,0.042086497460756156
Post_1041,2022-09-06,TikTok,1,Post,Australia,3106476,152334,49965,44652,High,0.07949554414713006,Tuesday,9,0.028923448949871172
Post_1042,2023-01-25,Instagram,1,Video,UK,4796296,473059,1016,10919,Medium,0.10111844640113955,Wednesday,1,0.039992068879818925
Post_1043,2022-07-19,Twitter,1,Shorts,USA,2876540,10981,63070,9201,Low,0.028941714698909105,Tuesday,7,0.010936958985447796
Post_1044,2022-06-04,Instagram,1,Video,Japan,4298093,313918,75168,21454,High,0.09551677918555973,Saturday,6,0.03720840847324616
Post_1045,2022-08-03,Instagram,1,Tweet,Japan,2685008,312885,79634,27209,Medium,0.1563228117011197,Wednesday,8,0.06050238956457485
Post_1046,2023-04-26,TikTok,1,Video,UK,794730,194026,93504,47841,High,0.42199363305776805,Wednesday,4,0.15675789261761855
Post_1047,2022-09-01,Twitter,1,Live Stream,Australia,1477708,265660,97515,21963,Medium,0.26063200578192713,Thursday,9,0.10128022586329641
Post_1048,2022-07-25,TikTok,1,Video,USA,2418004,471089,47327,24701,Medium,0.22461377235107965,Monday,7,0.08780241885455939
Post_1049,2022-08-09,Instagram,1,Tweet,India,454490,367108,6386,33172,Low,0.8947743624722216,Tuesday,8,0.34331228409866005
Post_1050,2023-02-04,TikTok,1,Reel,Japan,1061491,404574,82042,29450,Medium,0.48617086720471486,Saturday,2,0.18891954806964922
Post_1051,2022-10-19,Twitter,1,Shorts,India,655507,247570,68972,23701,Medium,0.5190531908888845,Wednesday,10,0.20038992718613227
Post_1052,2022-01-05,TikTok,1,Shorts,Germany,2631238,442816,29304,44101,Low,0.19618939829844353,Wednesday,1,0.07512364901996704
Post_1053,2022-02-03,Instagram,1,Shorts,Canada,2414079,453772,12971,44775,Medium,0.2118895032018422,Thursday,2,0.08104631207180876
Post_1054,2023-02-17,YouTube,1,Live Stream,Japan,3213925,436365,48616,46800,Low,0.1654615462401892,Friday,2,0.06327229166828721
Post_1055,2023-09-26,Twitter,1,Live Stream,Australia,1658817,280297,70901,36696,Medium,0.23383772893574156,Tuesday,9,0.08911073373373918
Post_1056,2023-07-20,TikTok,1,Post,Brazil,2878436,149765,9840,42118,High,0.07008076608269213,Thursday,7,0.025105856096852598
Post_1057,2022-07-09,TikTok,1,Live Stream,Brazil,3730939,8927,36583,33397,Medium,0.02114936749166899,Saturday,7,0.0066694738241499
Post_1058,2023-10-16,TikTok,1,Video,USA,1951149,367712,57910,28894,Low,0.2329478681535854,Monday,10,0.09021740523148156
Post_1059,2022-10-14,Instagram,1,Live Stream,India,4031260,489680,10003,38423,High,0.1334833277932954,Friday,10,0.05148707848166579
Post_1060,2022-04-28,TikTok,1,Tweet,UK,800596,434086,82037,27401,High,0.6788992200810396,Thursday,4,0.2647145376694363
Post_1061,2023-10-21,Twitter,1,Live Stream,Japan,3059352,45964,49018,20424,Medium,0.03772236735099459,Saturday,10,0.013753762234617006
Post_1062,2023-11-30,YouTube,1,Tweet,USA,489829,338839,69684,45590,High,0.9270847581502932,Thursday,11,0.35221924385857106
Post_1063,2022-11-12,YouTube,1,Video,Brazil,1775441,300600,92494,29780,Low,0.23817969732590383,Saturday,11,0.09191721944012783
Post_1064,2022-06-13,Twitter,1,Shorts,UK,3386425,804,77479,48511,Low,0.037441845013546735,Monday,6,0.012111710727389504
Post_1065,2023-02-20,Instagram,1,Reel,India,3147828,488798,11213,28108,Low,0.16777250853604453,Monday,2,0.06532313709643603
Post_1066,2023-04-13,TikTok,1,Shorts,Australia,1370433,360983,28865,7949,Medium,0.29027103112665853,Thursday,4,0.11494834114473308
Post_1067,2022-04-15,Twitter,1,Tweet,USA,4329212,314231,36820,38094,Low,0.08988818288409069,Friday,4,0.03419541477756229
Post_1068,2022-09-22,YouTube,1,Tweet,Brazil,1193284,301260,95595,13072,High,0.3435284475447588,Thursday,9,0.13522045045437633
Post_1069,2022-11-21,TikTok,1,Tweet,Japan,4969573,61124,69585,20780,High,0.03048330309263995,Monday,11,0.011357032083038121
Post_1070,2022-09-13,YouTube,1,Post,Canada,131873,454436,93369,18730,Low,4.296065153594746,Tuesday,9,1.690019943430422
Post_1071,2023-07-14,Twitter,1,Tweet,Brazil,3380653,387333,43799,7391,High,0.12971547212920106,Friday,7,0.05144893604874562
Post_1072,2022-01-03,Twitter,1,Video,Brazil,4615991,4652,67987,39672,High,0.024330853331386477,Monday,1,0.008013447166599762
Post_1073,2023-04-15,TikTok,1,Shorts,Germany,864943,82684,91782,8394,High,0.2114127751770926,Saturday,4,0.08262417292237755
Post_1074,2022-05-10,Instagram,1,Post,UK,1263647,322686,75202,21411,High,0.33181655952967876,Tuesday,5,0.12933786096908395
Post_1075,2023-01-14,YouTube,1,Post,USA,1984393,375236,99926,43802,Medium,0.26152279311608134,Saturday,1,0.10019446752734966
Post_1076,2023-10-02,TikTok,1,Reel,USA,3986858,90525,32612,1252,Medium,0.031199756800969584,Monday,10,0.012417096370124043
Post_1077,2023-04-07,TikTok,1,Video,Brazil,1026460,195036,70291,35850,Low,0.2934132844923329,Friday,4,0.11038014145704657
Post_1078,2023-03-10,TikTok,1,Shorts,Germany,3391235,264956,65030,40163,High,0.10914873195163415,Friday,3,0.04129085716560487
Post_1079,2023-02-23,Twitter,1,Video,Brazil,3216923,205624,63081,49107,Low,0.09879378524136263,Thursday,2,0.03646447241665405
Post_1080,2023-05-26,Instagram,1,Tweet,USA,4841137,431351,625,19075,Medium,0.09317046801195669,Friday,5,0.03648014918809363
Post_1081,2022-11-07,TikTok,1,Shorts,Brazil,2056554,5852,96016,26074,High,0.06221183591580868,Monday,11,0.02234903630052992
Post_1082,2023-12-22,Instagram,1,Live Stream,Brazil,1889541,357123,24263,35214,Low,0.22047682479501635,Friday,12,0.08446347552130386
Post_1083,2023-11-27,Instagram,1,Video,Brazil,353263,473924,71436,3303,High,1.5531289718991232,Monday,11,0.6193815938833107
Post_1084,2023-03-25,Instagram,1,Video,Canada,2385749,319160,12581,37720,Low,0.15486163883962648,Saturday,3,0.05878254585876385
Post_1085,2022-12-05,YouTube,1,Post,UK,2543088,334654,46205,44955,Low,0.16743974254921576,Monday,12,0.06344043147543459
Post_1086,2022-06-08,Instagram,1,Reel,Germany,4826724,359660,68209,1169,High,0.08888803254546976,Wednesday,6,0.03550677436704481
Post_1087,2023-10-18,TikTok,1,Tweet,Canada,332982,248040,43908,44462,High,1.0102948507727145,Wednesday,10,0.377412592872888
Post_1088,2023-02-22,TikTok,1,Reel,Brazil,243690,434643,49661,16049,Low,2.0532356682670607,Wednesday,2,0.8081226147974886
Post_1089,2022-04-28,Instagram,1,Video,India,2780722,130632,4458,42849,Medium,0.06399021549079699,Thursday,4,0.022514224722931672
Post_1090,2023-05-30,Twitter,1,Post,Japan,4582230,284453,89108,46380,Medium,0.09164555249300013,Tuesday,5,0.03463387913745055
Post_1091,2022-09-12,YouTube,1,Post,USA,4126761,108177,6409,1021,Medium,0.028013979971217136,Monday,9,0.011156110082459342
Post_1092,2023-02-24,Twitter,1,Post,Brazil,2116294,479845,2280,48864,Low,0.2509051199880546,Friday,2,0.09574416409062256
Post_1093,2023-01-30,Instagram,1,Post,Canada,3724442,459724,55807,9912,Medium,0.14107965703318778,Monday,1,0.05589959516083215
Post_1094,2023-12-09,Instagram,1,Tweet,Brazil,4170208,315259,26019,37399,Medium,0.09080530275708071,Saturday,12,0.03452849354276813
Post_1095,2022-01-06,Twitter,1,Shorts,Canada,1340034,92561,43545,32024,Low,0.12546696576355526,Thursday,1,0.045407206085815735
Post_1096,2023-06-27,YouTube,1,Post,India,2091486,222248,78214,42629,High,0.1640417387446055,Tuesday,6,0.061540263716802324
Post_1097,2022-01-23,Twitter,1,Reel,Japan,4386555,119786,77421,45384,Low,0.05530330749300989,Sunday,1,0.02005209099167798
Post_1098,2022-08-14,YouTube,1,Tweet,UK,97528,402649,98985,48533,Medium,5.641118448035436,Sunday,8,2.156921089328193
Post_1099,2022-12-16,YouTube,1,Live Stream,Germany,3781524,76341,10644,1692,Medium,0.0234500693371244,Friday,12,0.00929054000450612
Post_1100,2022-05-27,TikTok,1,Shorts,Japan,2076113,484384,39567,41864,Low,0.27253574347831744,Friday,5,0.10498137625456802
Post_1101,2023-11-06,TikTok,1,Tweet,Brazil,3648938,224759,88368,34806,High,0.09535185305971217,Monday,11,0.036233008069745234
Post_1102,2023-05-15,TikTok,1,Live Stream,USA,1304352,334062,84453,42589,Medium,0.3535119354284733,Monday,5,0.1348744817349918
Post_1103,2022-02-15,Instagram,1,Tweet,Australia,4113719,371010,23116,29531,Low,0.10298637315771933,Tuesday,2,0.039758816778686146
Post_1104,2023-01-03,TikTok,1,Live Stream,Germany,2919564,36753,49519,6372,High,0.03173213534623663,Tuesday,1,0.012256350605775384
Post_1105,2023-05-25,YouTube,1,Tweet,USA,4732496,365067,78267,37692,Low,0.10164319209144604,Thursday,5,0.039064375331748835
Post_1106,2023-12-28,Twitter,1,Shorts,Japan,2040652,407996,11598,40259,Low,0.22534611486916928,Thursday,12,0.08619274623992725
Post_1107,2023-07-08,YouTube,1,Live Stream,Canada,3380651,451739,2827,2335,High,0.13515177993824268,Saturday,7,0.05392257290089986
Post_1108,2023-10-07,YouTube,1,Video,India,2592595,237876,33780,36343,High,0.11879950397188917,Saturday,10,0.04471620133495591
Post_1109,2022-06-18,Instagram,1,Post,Canada,4284095,435610,44348,35611,High,0.12034490364942887,Saturday,6,0.04647548665470771
Post_1110,2022-02-19,YouTube,1,Video,Brazil,1562200,236997,84050,12958,Medium,0.2138042504160799,Saturday,2,0.0838627576494687
Post_1111,2023-03-15,Twitter,1,Live Stream,USA,3305437,493487,69852,38719,High,0.18214172588979913,Wednesday,3,0.07051394414717328
Post_1112,2023-08-03,YouTube,1,Shorts,India,2293007,93269,84008,11949,Medium,0.08252307995570882,Thursday,8,0.031967019725626655
Post_1113,2023-09-04,Twitter,1,Shorts,UK,1191376,239380,16309,8387,Low,0.22165630329971395,Monday,9,0.08725456950618445
Post_1114,2022-03-15,YouTube,1,Live Stream,India,660930,336481,11129,35123,Low,0.579082504955139,Tuesday,3,0.22100464496996658
Post_1115,2022-07-20,TikTok,1,Live Stream,India,790471,245250,99730,49881,Medium,0.4995262318288716,Wednesday,7,0.18718991588559228
Post_1116,2022-08-02,YouTube,1,Live Stream,Japan,4565789,300350,4163,15057,Medium,0.06999228391850784,Tuesday,8,0.02733735615027326
Post_1117,2022-06-21,Instagram,1,Shorts,USA,1513083,352786,90781,29795,Low,0.3128460236484053,Tuesday,6,0.12120009279067968
Post_1118,2022-08-21,Twitter,1,Shorts,Japan,3829879,145994,75122,11620,Low,0.06076849947478759,Sunday,8,0.023700592107479115
Post_1119,2023-09-05,YouTube,1,Live Stream,Australia,2754577,351227,85607,43219,High,0.1742746708478289,Tuesday,9,0.06657189107438276
Post_1120,2022-02-20,Twitter,1,Video,Canada,3497840,366736,65404,28802,High,0.13177904077945246,Sunday,2,0.05106477140177938
Post_1121,2022-08-15,Instagram,1,Tweet,Germany,4746014,29305,89872,16323,Medium,0.028550273977278617,Monday,8,0.010732248156031568
Post_1122,2022-03-23,Twitter,1,Video,Canada,4161787,343575,2003,19921,Medium,0.08782261081597881,Wednesday,3,0.03417171517908053
Post_1123,2022-02-16,YouTube,1,Video,India,3873103,121317,4727,38875,Medium,0.04258058719326597,Wednesday,2,0.015024800528155333
Post_1124,2022-01-04,YouTube,1,Tweet,Brazil,3620241,386951,38015,31259,High,0.1260206157545865,Tuesday,1,0.04868134469500787
Post_1125,2023-05-11,YouTube,1,Video,India,3722406,295942,27878,47869,Medium,0.09985181627151901,Thursday,5,0.03736878782164009
Post_1126,2022-08-23,YouTube,1,Video,India,2975095,449386,33351,13313,High,0.1667341715138508,Tuesday,8,0.06579870558755267
Post_1127,2022-02-08,YouTube,1,Reel,Brazil,178206,37884,42111,34950,Low,0.6450119524595131,Tuesday,2,0.21878051244065858
Post_1128,2022-11-30,TikTok,1,Reel,Australia,2221223,69758,80790,38108,Medium,0.08493339029894792,Wednesday,11,0.030542093252230867
Post_1129,2023-05-13,Twitter,1,Video,USA,3283134,413608,67001,12600,High,0.15022505934878078,Saturday,5,0.05932246445012601
Post_1130,2022-06-12,Twitter,1,Live Stream,Germany,2215064,29791,99856,25420,High,0.07000565220688883,Sunday,6,0.025707067606173004
Post_1131,2022-08-19,Twitter,1,Video,Brazil,2189190,105704,95438,38438,Low,0.1094377372452825,Friday,8,0.04026347644562602
Post_1132,2023-05-29,Instagram,1,Live Stream,UK,2085067,227030,40851,2906,Low,0.1298696876407329,Monday,5,0.051669131015933775
Post_1133,2022-03-22,Instagram,1,Live Stream,India,4121250,73511,93273,36056,Medium,0.04921807703973309,Tuesday,3,0.01793747042766151
Post_1134,2023-01-02,Twitter,1,Live Stream,USA,1706185,35065,44031,14777,Medium,0.055019238828145835,Monday,1,0.020275526979782382
Post_1135,2022-01-19,Twitter,1,Video,Canada,697238,308437,36985,18584,Medium,0.5220685045852349,Wednesday,1,0.2034966539402614
Post_1136,2022-09-12,TikTok,1,Live Stream,UK,492746,467395,66735,1125,Medium,1.086269599347331,Monday,9,0.43405121502762073
Post_1137,2023-08-30,Twitter,1,Post,USA,2611265,196133,74984,14125,Medium,0.10923517911816687,Wednesday,8,0.04261222051381227
Post_1138,2023-04-13,Instagram,1,Reel,UK,4248915,261493,87021,28833,Medium,0.08881020213395655,Thursday,4,0.03416688731123122
Post_1139,2022-06-30,YouTube,1,Post,Canada,3239323,38620,936,18479,Low,0.017915780550442177,Thursday,6,0.0060253948124345735
Post_1140,2022-11-30,Twitter,1,Live Stream,Canada,3551156,74808,24814,5993,Low,0.02974101954405833,Wednesday,11,0.011558883923995454
Post_1141,2022-07-27,TikTok,1,Post,Brazil,4569045,140232,946,8215,Medium,0.03269676704869398,Wednesday,7,0.01271911307505179
Post_1142,2023-06-15,YouTube,1,Post,Brazil,651443,338455,43231,38317,Low,0.6447271672272171,Thursday,6,0.24612713621913196
Post_1143,2022-11-08,TikTok,1,Post,India,3484442,290461,51999,5863,High,0.09996521681233322,Tuesday,11,0.039649562254157195
Post_1144,2022-03-27,TikTok,1,Live Stream,Australia,497423,158956,68044,30123,Low,0.5169101549385533,Sunday,3,0.19465243866889953
Post_1145,2022-05-13,YouTube,1,Post,Brazil,222706,422102,50384,8792,Medium,2.1610464019828832,Friday,5,0.856522949538854
Post_1146,2023-05-10,YouTube,1,Live Stream,Japan,1128302,228488,52037,25873,Medium,0.2715567286063483,Wednesday,5,0.10403650795620323
Post_1147,2022-10-05,YouTube,1,Live Stream,USA,2677335,7372,39950,10623,Medium,0.021642790312008022,Wednesday,10,0.007863565821983427
Post_1148,2023-07-05,YouTube,1,Shorts,India,1050909,258178,5642,13315,Low,0.26370979789877147,Wednesday,7,0.10294992240051233
Post_1149,2022-05-21,Twitter,1,Live Stream,Canada,1015391,388747,2397,15351,High,0.40033346760016586,Saturday,5,0.15710972423430974
Post_1150,2022-10-04,Twitter,1,Post,Canada,1217360,423212,78276,46525,Medium,0.45016511138857856,Tuesday,10,0.1724224551488467
Post_1151,2023-09-27,TikTok,1,Tweet,Brazil,3371506,450959,9604,38602,Low,0.14805401503067175,Wednesday,9,0.05693170944972366
Post_1152,2022-11-19,YouTube,1,Reel,USA,2477176,11709,98546,46222,High,0.0631674939527914,Saturday,11,0.02153516746488744
Post_1153,2023-11-16,Instagram,1,Reel,Canada,2912775,178086,11014,25511,Medium,0.07367922342096454,Thursday,11,0.02772002643527221
Post_1154,2022-04-16,YouTube,1,Video,Brazil,962239,312622,27648,42018,Low,0.39729007034634845,Saturday,4,0.15018264693075214
Post_1155,2022-11-02,TikTok,1,Post,Brazil,3069640,139491,60853,30527,Medium,0.07521109967292582,Wednesday,11,0.028095476994044903
Post_1156,2023-06-16,YouTube,1,Tweet,USA,1106136,186803,18713,7394,Medium,0.19248085226409772,Friday,6,0.07565543477474741
Post_1157,2023-11-23,Instagram,1,Reel,Canada,4018134,476460,96568,48685,Medium,0.15472679607001658,Thursday,11,0.05946745429594932
Post_1158,2022-01-03,Instagram,1,Video,Brazil,1135196,106116,41569,21497,Medium,0.14903329469096085,Monday,1,0.05582595428454646
Post_1159,2022-07-21,TikTok,1,Live Stream,Canada,136335,97707,63913,30021,Low,1.4056625224630506,Thursday,7,0.5182249605750541
Post_1160,2023-05-17,Instagram,1,Live Stream,Germany,312301,376135,50291,40981,High,1.4966554702034256,Wednesday,5,0.5724176355503184
Post_1161,2022-07-14,Instagram,1,Shorts,Brazil,2930383,479741,220,33112,Low,0.17508735206285322,Thursday,7,0.06777503145493269
Post_1162,2023-05-15,Twitter,1,Reel,India,963339,243870,4291,30134,Low,0.2888858439241015,Monday,5,0.10929818059893764
Post_1163,2023-11-23,TikTok,1,Tweet,Germany,2542362,339645,75620,27672,High,0.17422263233953308,Thursday,11,0.06751217961879544
Post_1164,2023-06-26,YouTube,1,Shorts,USA,929670,415475,77500,1737,Medium,0.5321372099777341,Monday,6,0.2124812030075188
Post_1165,2023-08-19,Instagram,1,Reel,Germany,2808211,93056,17427,27332,Low,0.049075728283950175,Saturday,8,0.017683713937449858
Post_1166,2023-11-02,Twitter,1,Live Stream,India,209672,221957,65127,34835,Medium,1.5353456827807241,Thursday,11,0.5809101835247434
Post_1167,2023-03-30,Twitter,1,Tweet,Canada,3737771,3185,21475,43289,Medium,0.018179016317479053,Thursday,3,0.004955306250703963
Post_1168,2022-12-21,YouTube,1,Video,USA,4446755,221164,44206,37039,Low,0.0680066700324169,Wednesday,12,0.025536779066982554
Post_1169,2023-08-21,TikTok,1,Post,UK,2013957,449783,37315,45597,Medium,0.2645016750605897,Monday,8,0.10127256937461922
Post_1170,2023-05-22,TikTok,1,Reel,Canada,1036784,398301,83508,44951,Medium,0.5080711122085217,Monday,5,0.19455720767295795
